Name,County,Population,Median Age,Household Income,Per Capita Income,Unemployment Count,Poverty Count,Poverty Rate,State
"Murray County, Georgia",Murray County,39444.0,37.6,41617.0,19084.0,1335.0,7026.0,17.812595071493764, Georgia
"Muscogee County, Georgia",Muscogee County,198647.0,33.7,43239.0,24604.0,8742.0,41295.0,20.788131711025084, Georgia
"Pulaski County, Georgia",Pulaski County,11396.0,43.1,38750.0,18623.0,268.0,2143.0,18.804843804843806, Georgia
"Rabun County, Georgia",Rabun County,16354.0,48.8,39297.0,26942.0,380.0,3259.0,19.927846398434635, Georgia
"Stewart County, Georgia",Stewart County,5832.0,37.0,22413.0,14954.0,183.0,1640.0,28.12071330589849, Georgia
"Towns County, Georgia",Towns County,11173.0,53.3,41182.0,22301.0,287.0,1516.0,13.568423878994004, Georgia
"Treutlen County, Georgia",Treutlen County,6752.0,40.8,39375.0,20775.0,157.0,1347.0,19.949644549763033, Georgia
"Turner County, Georgia",Turner County,8036.0,40.2,42622.0,20302.0,223.0,2137.0,26.59283225485316, Georgia
"Irwin County, Georgia",Irwin County,9278.0,39.7,34677.0,19429.0,264.0,2204.0,23.755119637852985, Georgia
"Atkinson County, Georgia",Atkinson County,8313.0,34.9,33063.0,19904.0,303.0,2262.0,27.21039335979791, Georgia
"Appling County, Georgia",Appling County,18471.0,39.3,37089.0,19936.0,582.0,4435.0,24.010611228412106, Georgia
"Bacon County, Georgia",Bacon County,11279.0,37.6,38824.0,18856.0,139.0,2466.0,21.86364039365192, Georgia
"Brantley County, Georgia",Brantley County,18411.0,40.3,36812.0,18220.0,543.0,3970.0,21.56319591548531, Georgia
"Whitfield County, Georgia",Whitfield County,103963.0,35.4,43871.0,22262.0,4064.0,19710.0,18.958667987649452, Georgia
"Calhoun County, Georgia",Calhoun County,6503.0,38.4,29617.0,13865.0,283.0,1474.0,22.666461633092418, Georgia
"Macon County, Georgia",Macon County,13675.0,40.6,30851.0,15919.0,913.0,3364.0,24.59963436928702, Georgia
"Troup County, Georgia",Troup County,69433.0,36.2,43597.0,22091.0,2879.0,14430.0,20.782624976596143, Georgia
"Bibb County, Georgia",Bibb County,153923.0,36.0,38183.0,23426.0,7014.0,39473.0,25.644640502069215, Georgia
"Harris County, Georgia",Harris County,33198.0,43.2,69539.0,32373.0,1403.0,2382.0,7.175131031989879, Georgia
"Marion County, Georgia",Marion County,8558.0,43.3,39015.0,20154.0,380.0,1952.0,22.80906753914466, Georgia
"Schley County, Georgia",Schley County,5168.0,36.9,41267.0,19761.0,335.0,1148.0,22.21362229102167, Georgia
"Worth County, Georgia",Worth County,20809.0,42.1,40369.0,20783.0,873.0,4447.0,21.370560815031958, Georgia
"Bleckley County, Georgia",Bleckley County,12779.0,37.4,40688.0,20667.0,352.0,2591.0,20.27545191329525, Georgia
"Dooly County, Georgia",Dooly County,14053.0,43.5,33389.0,16867.0,577.0,2837.0,20.187860243364405, Georgia
"Evans County, Georgia",Evans County,10757.0,37.3,38736.0,20736.0,303.0,2657.0,24.700195221716093, Georgia
"Franklin County, Georgia",Franklin County,22328.0,41.1,39246.0,19663.0,558.0,5503.0,24.6461841633823, Georgia
"Webster County, Georgia",Webster County,2627.0,43.5,36658.0,22206.0,47.0,509.0,19.375713741910925, Georgia
"Effingham County, Georgia",Effingham County,57087.0,36.2,64279.0,26765.0,1428.0,5405.0,9.468004974862929, Georgia
"Lamar County, Georgia",Lamar County,18282.0,38.1,41157.0,20458.0,898.0,3525.0,19.281260255989498, Georgia
"Glascock County, Georgia",Glascock County,3027.0,42.9,45273.0,19815.0,45.0,339.0,11.199207135777998, Georgia
"Emanuel County, Georgia",Emanuel County,22502.0,37.2,33089.0,17944.0,957.0,6329.0,28.12638876544307, Georgia
"Quitman County, Georgia",Quitman County,2140.0,52.6,26750.0,18921.0,100.0,488.0,22.80373831775701, Georgia
"Chatham County, Georgia",Chatham County,285506.0,34.9,52215.0,28765.0,12654.0,47119.0,16.50368118358283, Georgia
"Liberty County, Georgia",Liberty County,62120.0,27.9,43493.0,20966.0,3028.0,9931.0,15.986799742433998, Georgia
"Jasper County, Georgia",Jasper County,13732.0,42.2,42067.0,19784.0,429.0,2623.0,19.101369064957762, Georgia
"Johnson County, Georgia",Johnson County,9800.0,41.6,36423.0,19706.0,531.0,2037.0,20.785714285714285, Georgia
"Lanier County, Georgia",Lanier County,10388.0,33.8,31109.0,17739.0,420.0,2875.0,27.67616480554486, Georgia
"Madison County, Georgia",Madison County,28600.0,41.0,47653.0,22885.0,1044.0,4977.0,17.402097902097903, Georgia
"Mitchell County, Georgia",Mitchell County,22574.0,38.8,34122.0,16088.0,1419.0,5438.0,24.08966067156906, Georgia
"Seminole County, Georgia",Seminole County,8549.0,44.0,33999.0,21257.0,226.0,2149.0,25.13744297578664, Georgia
"Tift County, Georgia",Tift County,40531.0,35.5,38728.0,20800.0,694.0,10725.0,26.461227208803138, Georgia
"Twiggs County, Georgia",Twiggs County,8323.0,46.3,30629.0,17485.0,173.0,2244.0,26.961432175898114, Georgia
"Polk County, Georgia",Polk County,41444.0,37.1,40652.0,22314.0,1367.0,7781.0,18.774732168709583, Georgia
"Talbot County, Georgia",Talbot County,6423.0,49.9,37226.0,21351.0,234.0,1070.0,16.658882142301106, Georgia
"Taylor County, Georgia",Taylor County,8267.0,43.8,29875.0,18482.0,488.0,2285.0,27.64001451554373, Georgia
"Terrell County, Georgia",Terrell County,8978.0,40.7,32219.0,17562.0,390.0,3047.0,33.938516373357096, Georgia
"Thomas County, Georgia",Thomas County,44909.0,39.6,41336.0,24047.0,1917.0,8580.0,19.105301832594805, Georgia
"Toombs County, Georgia",Toombs County,27160.0,36.1,35750.0,21309.0,1213.0,6532.0,24.050073637702504, Georgia
"Wilkinson County, Georgia",Wilkinson County,9147.0,42.5,38711.0,19823.0,311.0,2112.0,23.089537553296164, Georgia
"Ben Hill County, Georgia",Ben Hill County,17272.0,39.0,32344.0,16635.0,333.0,5139.0,29.753358036127835, Georgia
"Burke County, Georgia",Burke County,22645.0,37.4,38707.0,19720.0,534.0,6504.0,28.72157209096931, Georgia
"Catoosa County, Georgia",Catoosa County,65870.0,39.6,54537.0,25643.0,1798.0,7045.0,10.695308941855169, Georgia
"Chattahoochee County, Georgia",Chattahoochee County,11096.0,23.7,46096.0,22774.0,395.0,1139.0,10.264960346070657, Georgia
"Chattooga County, Georgia",Chattooga County,24880.0,40.3,35718.0,17716.0,928.0,5152.0,20.707395498392284, Georgia
"Columbia County, Georgia",Columbia County,143723.0,36.4,74162.0,31720.0,3857.0,12269.0,8.536559910383168, Georgia
"Decatur County, Georgia",Decatur County,27023.0,37.9,36934.0,19650.0,680.0,6233.0,23.06553676497798, Georgia
"Floyd County, Georgia",Floyd County,96471.0,38.3,46096.0,23929.0,3381.0,16774.0,17.387608711426232, Georgia
"Forsyth County, Georgia",Forsyth County,211300.0,38.2,96445.0,39896.0,4567.0,13643.0,6.456696639848556, Georgia
"Habersham County, Georgia",Habersham County,43878.0,39.5,44474.0,20656.0,1005.0,7114.0,16.213136423720314, Georgia
"Hart County, Georgia",Hart County,25535.0,43.0,41216.0,21668.0,494.0,4642.0,18.17897004112003, Georgia
"Lowndes County, Georgia",Lowndes County,113941.0,30.1,39911.0,21199.0,4687.0,27410.0,24.05630984456868, Georgia
"McIntosh County, Georgia",McIntosh County,14061.0,49.2,43285.0,25226.0,580.0,2829.0,20.11947941113719, Georgia
"Meriwether County, Georgia",Meriwether County,21152.0,42.0,36368.0,19679.0,723.0,4735.0,22.385590015128592, Georgia
"Monroe County, Georgia",Monroe County,26795.0,43.3,50666.0,30359.0,1143.0,3415.0,12.74491509610002, Georgia
"Putnam County, Georgia",Putnam County,21430.0,45.6,48340.0,27498.0,632.0,3425.0,15.982267848810078, Georgia
"Sumter County, Georgia",Sumter County,30687.0,35.2,34219.0,18785.0,1370.0,9560.0,31.153257079545085, Georgia
"Taliaferro County, Georgia",Taliaferro County,1844.0,43.3,30500.0,17939.0,66.0,571.0,30.96529284164859, Georgia
"Warren County, Georgia",Warren County,5410.0,44.2,32860.0,20712.0,189.0,1427.0,26.377079482439925, Georgia
"Baker County, Georgia",Baker County,3251.0,43.6,43867.0,22270.0,33.0,634.0,19.501691787142416, Georgia
"Bryan County, Georgia",Bryan County,34883.0,34.8,68589.0,29880.0,1315.0,4897.0,14.038356792707049, Georgia
"Butts County, Georgia",Butts County,23556.0,38.4,39655.0,21236.0,710.0,4892.0,20.767532688062488, Georgia
"Candler County, Georgia",Candler County,10894.0,37.9,33125.0,18233.0,287.0,3341.0,30.668257756563246, Georgia
"Camden County, Georgia",Camden County,52252.0,31.6,53687.0,26854.0,1881.0,6413.0,12.273214422414453, Georgia
"Carroll County, Georgia",Carroll County,114898.0,34.4,46844.0,23139.0,5147.0,20705.0,18.02033107625894, Georgia
"Crawford County, Georgia",Crawford County,12385.0,44.2,41032.0,22212.0,665.0,2207.0,17.81994348001615, Georgia
"Early County, Georgia",Early County,10405.0,40.5,29493.0,17972.0,352.0,2812.0,27.02546852474772, Georgia
"Crisp County, Georgia",Crisp County,23005.0,38.3,33194.0,21225.0,1472.0,7025.0,30.536839817430995, Georgia
"Coffee County, Georgia",Coffee County,43048.0,35.9,36572.0,18945.0,975.0,9348.0,21.71529455491544, Georgia
"Coweta County, Georgia",Coweta County,138015.0,37.9,67570.0,31548.0,3808.0,15900.0,11.520486903597435, Georgia
"Cobb County, Georgia",Cobb County,739072.0,36.4,72004.0,36587.0,24188.0,79127.0,10.706264071700728, Georgia
"Gilmer County, Georgia",Gilmer County,29614.0,46.0,46211.0,23688.0,972.0,5520.0,18.639832511649896, Georgia
"Dade County, Georgia",Dade County,16282.0,41.8,43163.0,23184.0,387.0,2619.0,16.08524751259059, Georgia
"Walton County, Georgia",Walton County,88695.0,38.9,55876.0,25184.0,2932.0,11200.0,12.627543829979142, Georgia
"Wilkes County, Georgia",Wilkes County,9905.0,45.5,34234.0,21957.0,312.0,2595.0,26.198889449772842, Georgia
"Brooks County, Georgia",Brooks County,15629.0,43.2,34890.0,20964.0,922.0,3641.0,23.296436112355238, Georgia
"Dodge County, Georgia",Dodge County,21063.0,41.2,35290.0,18563.0,761.0,4229.0,20.07786165313583, Georgia
"Gordon County, Georgia",Gordon County,56424.0,37.0,43452.0,21208.0,1531.0,10466.0,18.548844463348928, Georgia
"Elbert County, Georgia",Elbert County,19288.0,42.3,35207.0,21138.0,613.0,4246.0,22.01368726669432, Georgia
"Cherokee County, Georgia",Cherokee County,235896.0,38.0,75477.0,33466.0,6009.0,22072.0,9.35666564926917, Georgia
"Fayette County, Georgia",Fayette County,110306.0,43.5,84861.0,39936.0,3035.0,6907.0,6.261672075861694, Georgia
"Jenkins County, Georgia",Jenkins County,8929.0,40.6,27197.0,15149.0,221.0,2720.0,30.462537798185686, Georgia
"Lee County, Georgia",Lee County,29216.0,36.9,65018.0,28061.0,1039.0,3281.0,11.230147864184008, Georgia
"Newton County, Georgia",Newton County,105042.0,36.2,52784.0,23611.0,4592.0,17328.0,16.496258639401383, Georgia
"Pickens County, Georgia",Pickens County,30343.0,44.9,61542.0,29460.0,975.0,2964.0,9.768315591734503, Georgia
"Greene County, Georgia",Greene County,16732.0,48.9,45069.0,32890.0,425.0,3623.0,21.653119770499643, Georgia
"Colquitt County, Georgia",Colquitt County,45890.0,36.0,34503.0,18121.0,1464.0,11444.0,24.937894966223578, Georgia
"Cook County, Georgia",Cook County,17190.0,37.0,35539.0,17587.0,425.0,4099.0,23.845258871436883, Georgia
"Dawson County, Georgia",Dawson County,23397.0,43.3,62284.0,31954.0,689.0,2729.0,11.66388853271787, Georgia
"Hancock County, Georgia",Hancock County,8667.0,44.3,29268.0,15454.0,89.0,1804.0,20.814584054459445, Georgia
"Clayton County, Georgia",Clayton County,274150.0,32.4,44106.0,19498.0,14125.0,58701.0,21.41200072952763, Georgia
"Fulton County, Georgia",Fulton County,1010420.0,35.2,61336.0,41041.0,41779.0,156519.0,15.490489103541101, Georgia
"Hall County, Georgia",Hall County,192865.0,36.0,55622.0,26283.0,4389.0,30634.0,15.883649184662847, Georgia
"Lumpkin County, Georgia",Lumpkin County,31567.0,37.3,43039.0,23364.0,922.0,6052.0,19.171920043082967, Georgia
"McDuffie County, Georgia",McDuffie County,21488.0,37.8,40469.0,20436.0,721.0,5503.0,25.6096425912137, Georgia
"Miller County, Georgia",Miller County,5884.0,43.1,37255.0,21002.0,143.0,1332.0,22.637661454792656, Georgia
"Morgan County, Georgia",Morgan County,18013.0,44.2,59572.0,28830.0,481.0,2374.0,13.179370454671625, Georgia
"Heard County, Georgia",Heard County,11607.0,41.9,44897.0,20946.0,510.0,1975.0,17.01559403808047, Georgia
"Oconee County, Georgia",Oconee County,35972.0,40.1,77388.0,38639.0,780.0,2476.0,6.883131324363394, Georgia
"Dougherty County, Georgia",Dougherty County,91522.0,35.0,34541.0,20292.0,6461.0,26759.0,29.237778894691985, Georgia
"Fannin County, Georgia",Fannin County,24480.0,50.8,43344.0,24845.0,841.0,3806.0,15.547385620915033, Georgia
"Henry County, Georgia",Henry County,217506.0,36.7,64752.0,26924.0,8348.0,24638.0,11.32750360909584, Georgia
"Houston County, Georgia",Houston County,150341.0,35.1,55965.0,26305.0,5542.0,24745.0,16.459249306576382, Georgia
"Laurens County, Georgia",Laurens County,47451.0,38.3,35202.0,20687.0,923.0,12683.0,26.728625318749867, Georgia
"Long County, Georgia",Long County,17857.0,31.6,53083.0,20321.0,1243.0,3530.0,19.76815814526516, Georgia
"Spalding County, Georgia",Spalding County,64192.0,38.9,42398.0,21675.0,2237.0,13624.0,21.22382851445663, Georgia
"Stephens County, Georgia",Stephens County,25625.0,42.3,39756.0,21657.0,1339.0,4504.0,17.57658536585366, Georgia
"Telfair County, Georgia",Telfair County,16339.0,41.0,28044.0,13594.0,208.0,3608.0,22.08213476956974, Georgia
"Union County, Georgia",Union County,22262.0,53.8,42767.0,26755.0,463.0,2788.0,12.523582786811607, Georgia
"Upson County, Georgia",Upson County,26241.0,41.5,35375.0,19624.0,1251.0,5817.0,22.167600320109752, Georgia
"Washington County, Georgia",Washington County,20506.0,40.3,38097.0,19238.0,786.0,5074.0,24.743977372476348, Georgia
"White County, Georgia",White County,28509.0,45.1,43944.0,23630.0,530.0,4981.0,17.471675611210493, Georgia
"Peach County, Georgia",Peach County,27027.0,35.8,43645.0,22388.0,1068.0,4685.0,17.334517334517333, Georgia
"Paulding County, Georgia",Paulding County,152399.0,35.6,63669.0,26636.0,4058.0,14716.0,9.656231340100657, Georgia
"Pierce County, Georgia",Pierce County,19141.0,39.4,39863.0,23754.0,500.0,3994.0,20.866203437646934, Georgia
"Pike County, Georgia",Pike County,17919.0,40.5,52377.0,25176.0,734.0,2148.0,11.987276075673865, Georgia
"Richmond County, Georgia",Richmond County,201568.0,33.7,39430.0,21464.0,10363.0,46692.0,23.164391173202095, Georgia
"Screven County, Georgia",Screven County,14037.0,41.2,36556.0,20255.0,328.0,3092.0,22.027498753294864, Georgia
"Tattnall County, Georgia",Tattnall County,25402.0,36.9,36355.0,16279.0,323.0,4553.0,17.923785528698527, Georgia
"Berrien County, Georgia",Berrien County,19014.0,39.5,38297.0,18064.0,731.0,4445.0,23.377511307457663, Georgia
"Walker County, Georgia",Walker County,68609.0,41.4,43581.0,22564.0,2179.0,11523.0,16.795172644988266, Georgia
"Gwinnett County, Georgia",Gwinnett County,889954.0,34.9,64496.0,27945.0,27244.0,107267.0,12.053094879061165, Georgia
"Barrow County, Georgia",Barrow County,75099.0,35.1,56119.0,22978.0,2500.0,9829.0,13.08805709796402, Georgia
"Charlton County, Georgia",Charlton County,12963.0,41.4,43257.0,19102.0,512.0,2719.0,20.97508292833449, Georgia
"Clinch County, Georgia",Clinch County,6788.0,37.6,21838.0,17145.0,217.0,2641.0,38.90689451974072, Georgia
"Bartow County, Georgia",Bartow County,102623.0,37.5,52393.0,24931.0,3017.0,14417.0,14.048507644485154, Georgia
"Douglas County, Georgia",Douglas County,140152.0,36.3,59333.0,25449.0,5716.0,19690.0,14.049032479022776, Georgia
"Grady County, Georgia",Grady County,25048.0,39.7,39462.0,20864.0,884.0,6284.0,25.08783136378154, Georgia
"Jeff Davis County, Georgia",Jeff Davis County,14999.0,36.3,37267.0,18550.0,290.0,3079.0,20.528035202346825, Georgia
"Montgomery County, Georgia",Montgomery County,8962.0,39.4,40308.0,20114.0,250.0,1593.0,17.77505021200625, Georgia
"Oglethorpe County, Georgia",Oglethorpe County,14654.0,42.5,43938.0,21858.0,394.0,2543.0,17.353623584004367, Georgia
"Randolph County, Georgia",Randolph County,7206.0,44.3,30640.0,19781.0,259.0,2449.0,33.98556758257008, Georgia
"Rockdale County, Georgia",Rockdale County,88482.0,37.3,54175.0,24254.0,3683.0,14232.0,16.084627381840374, Georgia
"Ware County, Georgia",Ware County,35688.0,38.9,36962.0,19246.0,632.0,8240.0,23.088993499215423, Georgia
"Wayne County, Georgia",Wayne County,29833.0,38.2,41534.0,19188.0,1098.0,5863.0,19.652733550095533, Georgia
"Wheeler County, Georgia",Wheeler County,7952.0,38.2,28490.0,11192.0,185.0,1780.0,22.38430583501006, Georgia
"Wilcox County, Georgia",Wilcox County,8896.0,39.4,35457.0,15119.0,197.0,1491.0,16.760341726618705, Georgia
"Baldwin County, Georgia",Baldwin County,45527.0,35.1,37008.0,20114.0,1735.0,11610.0,25.50135084675028, Georgia
"Banks County, Georgia",Banks County,18363.0,40.3,42182.0,19451.0,547.0,2629.0,14.31683276153134, Georgia
"Bulloch County, Georgia",Bulloch County,73742.0,28.1,39305.0,20526.0,3343.0,20153.0,27.329066203791598, Georgia
"Clarke County, Georgia",Clarke County,123554.0,27.3,34557.0,21203.0,4742.0,38618.0,31.255969049970055, Georgia
"Hawaii County, Hawaii",Hawaii County,196325.0,42.1,56395.0,26959.0,6225.0,33703.0,17.16694256971858, Hawaii
"Honolulu County, Hawaii",Honolulu County,990060.0,37.6,80078.0,33776.0,22156.0,86868.0,8.774013696139628, Hawaii
"Maui County, Hawaii",Maui County,164094.0,40.9,72762.0,32379.0,4348.0,16147.0,9.840091654783235, Hawaii
"Kauai County, Hawaii",Kauai County,71093.0,42.1,72330.0,30515.0,1651.0,6420.0,9.030424936350977, Hawaii
"Kalawao County, Hawaii",Kalawao County,86.0,57.6,61750.0,46024.0,0.0,10.0,11.627906976744185, Hawaii
"Oneida County, Idaho",Oneida County,4284.0,39.5,43491.0,21360.0,96.0,535.0,12.488328664799253, Idaho
"Cassia County, Idaho",Cassia County,23472.0,31.8,48162.0,20007.0,443.0,3393.0,14.455521472392638, Idaho
"Gem County, Idaho",Gem County,16850.0,45.2,42888.0,20041.0,410.0,3455.0,20.504451038575667, Idaho
"Lincoln County, Idaho",Lincoln County,5296.0,33.1,46383.0,19095.0,77.0,601.0,11.348187311178247, Idaho
"Valley County, Idaho",Valley County,10104.0,50.2,54015.0,28515.0,190.0,1042.0,10.312747426761678, Idaho
"Adams County, Idaho",Adams County,3946.0,52.8,42727.0,24315.0,146.0,541.0,13.710086163203243, Idaho
"Franklin County, Idaho",Franklin County,13120.0,32.6,51583.0,20454.0,142.0,1601.0,12.202743902439025, Idaho
"Nez Perce County, Idaho",Nez Perce County,40014.0,41.3,51804.0,26799.0,840.0,5579.0,13.94262008297096, Idaho
"Jerome County, Idaho",Jerome County,23039.0,32.6,46421.0,19329.0,496.0,3693.0,16.02934155128261, Idaho
"Kootenai County, Idaho",Kootenai County,150128.0,39.7,53189.0,28275.0,4421.0,18668.0,12.434722370244058, Idaho
"Lewis County, Idaho",Lewis County,3824.0,48.1,40313.0,23285.0,96.0,575.0,15.036610878661088, Idaho
"Minidoka County, Idaho",Minidoka County,20448.0,35.4,48021.0,21887.0,376.0,3623.0,17.718114241001565, Idaho
"Twin Falls County, Idaho",Twin Falls County,82248.0,34.6,49118.0,22723.0,1738.0,11651.0,14.165693998638265, Idaho
"Owyhee County, Idaho",Owyhee County,11384.0,38.6,36092.0,19909.0,312.0,2622.0,23.03232607167955, Idaho
"Blaine County, Idaho",Blaine County,21583.0,42.8,58835.0,32736.0,455.0,3180.0,14.733818282907844, Idaho
"Boise County, Idaho",Boise County,6968.0,53.2,49964.0,29648.0,177.0,782.0,11.222732491389207, Idaho
"Boundary County, Idaho",Boundary County,11323.0,43.7,39512.0,24606.0,158.0,2040.0,18.0164267420295, Idaho
"Butte County, Idaho",Butte County,2613.0,46.4,43207.0,26227.0,70.0,416.0,15.92039800995025, Idaho
"Caribou County, Idaho",Caribou County,6862.0,36.9,58750.0,25669.0,81.0,633.0,9.224715826289712, Idaho
"Gooding County, Idaho",Gooding County,15110.0,37.3,42626.0,20821.0,401.0,2392.0,15.830575777630708, Idaho
"Ada County, Idaho",Ada County,435117.0,36.4,60151.0,31642.0,9643.0,50474.0,11.60009836434798, Idaho
"Bannock County, Idaho",Bannock County,84113.0,33.2,47390.0,23872.0,2503.0,14445.0,17.17332635858904, Idaho
"Bear Lake County, Idaho",Bear Lake County,5942.0,39.3,50603.0,24411.0,97.0,853.0,14.355435880175024, Idaho
"Bingham County, Idaho",Bingham County,45369.0,33.3,51307.0,20720.0,1065.0,5905.0,13.015495161894686, Idaho
"Bonneville County, Idaho",Bonneville County,110404.0,32.6,54150.0,25706.0,1910.0,12919.0,11.70156878373972, Idaho
"Camas County, Idaho",Camas County,886.0,47.0,36667.0,29193.0,18.0,198.0,22.34762979683973, Idaho
"Canyon County, Idaho",Canyon County,207027.0,33.2,46426.0,19765.0,6934.0,34812.0,16.815198017649873, Idaho
"Clearwater County, Idaho",Clearwater County,8533.0,50.3,41122.0,22169.0,184.0,1048.0,12.281729755068557, Idaho
"Jefferson County, Idaho",Jefferson County,27410.0,31.3,58055.0,21519.0,574.0,2596.0,9.470995986866107, Idaho
"Latah County, Idaho",Latah County,38697.0,28.3,43310.0,24166.0,1493.0,7980.0,20.621753624311964, Idaho
"Custer County, Idaho",Custer County,4141.0,53.4,37976.0,23290.0,84.0,773.0,18.66698865008452, Idaho
"Lemhi County, Idaho",Lemhi County,7755.0,52.9,36031.0,22489.0,144.0,1306.0,16.840747904577693, Idaho
"Payette County, Idaho",Payette County,22839.0,38.8,48447.0,23361.0,629.0,3468.0,15.184552738736372, Idaho
"Benewah County, Idaho",Benewah County,9050.0,46.5,43472.0,23120.0,367.0,1418.0,15.668508287292818, Idaho
"Bonner County, Idaho",Bonner County,41855.0,47.7,45607.0,25909.0,790.0,5752.0,13.742683072512245, Idaho
"Clark County, Idaho",Clark County,1055.0,29.7,31927.0,15283.0,23.0,255.0,24.170616113744074, Idaho
"Elmore County, Idaho",Elmore County,26232.0,31.4,45154.0,23029.0,766.0,3783.0,14.42131747483989, Idaho
"Fremont County, Idaho",Fremont County,12889.0,36.7,51806.0,21611.0,322.0,1458.0,11.311971448521996, Idaho
"Madison County, Idaho",Madison County,38241.0,23.5,33620.0,15257.0,1720.0,11974.0,31.311942679323238, Idaho
"Shoshone County, Idaho",Shoshone County,12490.0,47.2,39835.0,23834.0,487.0,2140.0,17.133706965572458, Idaho
"Idaho County, Idaho",Idaho County,16275.0,49.5,40299.0,20741.0,359.0,2105.0,12.93394777265745, Idaho
"Teton County, Idaho",Teton County,10776.0,36.4,55986.0,28004.0,373.0,888.0,8.240534521158128, Idaho
"Power County, Idaho",Power County,7667.0,34.8,47602.0,21513.0,340.0,879.0,11.464718925264119, Idaho
"Washington County, Idaho",Washington County,9996.0,46.1,37521.0,20435.0,378.0,1549.0,15.496198479391756, Idaho
"Hancock County, Illinois",Hancock County,18264.0,46.0,51460.0,26118.0,582.0,2029.0,11.10928602715725, Illinois
"Madison County, Illinois",Madison County,266153.0,40.0,56536.0,30278.0,10014.0,35099.0,13.18752747479833, Illinois
"Grundy County, Illinois",Grundy County,50333.0,37.5,71598.0,31914.0,1529.0,4669.0,9.276220372320347, Illinois
"Kankakee County, Illinois",Kankakee County,110801.0,37.7,56542.0,26150.0,4028.0,16059.0,14.49355150224276, Illinois
"Mercer County, Illinois",Mercer County,15794.0,44.8,55649.0,27844.0,511.0,1765.0,11.17512979612511, Illinois
"DuPage County, Illinois",DuPage County,931826.0,39.1,84442.0,42050.0,26614.0,62247.0,6.6801098059079695, Illinois
"Sangamon County, Illinois",Sangamon County,198134.0,40.1,58687.0,33277.0,7022.0,30348.0,15.316906739883109, Illinois
"Alexander County, Illinois",Alexander County,6776.0,42.3,31014.0,18564.0,194.0,2212.0,32.64462809917355, Illinois
"Menard County, Illinois",Menard County,12416.0,42.3,62368.0,32839.0,294.0,1386.0,11.163015463917526, Illinois
"Randolph County, Illinois",Randolph County,32829.0,41.5,49717.0,24716.0,614.0,3531.0,10.755734259343873, Illinois
"Morgan County, Illinois",Morgan County,34442.0,41.2,49353.0,26253.0,1023.0,4611.0,13.387724290110912, Illinois
"Cook County, Illinois",Cook County,5238541.0,36.4,59426.0,33722.0,240605.0,821572.0,15.683221721467866, Illinois
"Ogle County, Illinois",Ogle County,51619.0,41.9,57655.0,29239.0,1731.0,5657.0,10.959142951238885, Illinois
"Macon County, Illinois",Macon County,107587.0,41.0,49052.0,28280.0,4855.0,17246.0,16.02981772890777, Illinois
"Stephenson County, Illinois",Stephenson County,45839.0,44.7,46427.0,25792.0,1859.0,7254.0,15.824952551320928, Illinois
"Wayne County, Illinois",Wayne County,16569.0,43.4,46405.0,25046.0,367.0,2594.0,15.65574265194037, Illinois
"White County, Illinois",White County,14186.0,43.8,46279.0,26522.0,534.0,1911.0,13.471027773861554, Illinois
"Woodford County, Illinois",Woodford County,38942.0,39.9,69507.0,34198.0,923.0,2793.0,7.17220481742078, Illinois
"Franklin County, Illinois",Franklin County,39302.0,42.3,39454.0,22346.0,1512.0,7635.0,19.42649229046868, Illinois
"Henderson County, Illinois",Henderson County,6927.0,49.2,47428.0,27949.0,213.0,774.0,11.173668254655695, Illinois
"McDonough County, Illinois",McDonough County,31597.0,31.3,42911.0,22527.0,1301.0,6212.0,19.66009431275121, Illinois
"McHenry County, Illinois",McHenry County,308043.0,39.9,82230.0,36208.0,9220.0,22339.0,7.251909635992377, Illinois
"McLean County, Illinois",McLean County,173231.0,32.7,64573.0,32943.0,3703.0,24110.0,13.917832258660402, Illinois
"Moultrie County, Illinois",Moultrie County,14711.0,39.9,53979.0,26166.0,213.0,1740.0,11.827883896404051, Illinois
"Perry County, Illinois",Perry County,21467.0,41.8,45864.0,23929.0,593.0,2766.0,12.884893091722178, Illinois
"Pike County, Illinois",Pike County,15930.0,42.4,41387.0,23218.0,498.0,2281.0,14.318895166352794, Illinois
"Pope County, Illinois",Pope County,4360.0,52.2,41139.0,22191.0,133.0,531.0,12.178899082568808, Illinois
"Rock Island County, Illinois",Rock Island County,146205.0,40.0,51426.0,27822.0,5259.0,20597.0,14.087753496802435, Illinois
"St. Clair County, Illinois",St. Clair County,264433.0,38.0,51103.0,28643.0,9980.0,44376.0,16.781566597209878, Illinois
"Shelby County, Illinois",Shelby County,21906.0,44.6,49807.0,24808.0,479.0,2630.0,12.005843147995982, Illinois
"Wabash County, Illinois",Wabash County,11568.0,42.8,49716.0,25105.0,436.0,1498.0,12.949515905947441, Illinois
"Champaign County, Illinois",Champaign County,207946.0,29.7,49586.0,28463.0,5682.0,41088.0,19.758975887970916, Illinois
"Calhoun County, Illinois",Calhoun County,4897.0,46.5,53641.0,25660.0,83.0,601.0,12.272820093935062, Illinois
"Cumberland County, Illinois",Cumberland County,10899.0,41.9,50680.0,24956.0,272.0,1533.0,14.065510597302504, Illinois
"Ford County, Illinois",Ford County,13470.0,43.2,50851.0,26611.0,437.0,2044.0,15.174461766889383, Illinois
"Jo Daviess County, Illinois",Jo Daviess County,22046.0,49.4,55532.0,32401.0,497.0,1658.0,7.5206386646103605, Illinois
